Date-Time,temperature,light 
04/18/2023 07:00:00,9.52,4724.48
04/18/2023 08:00:00,9.78,4458.24
04/18/2023 09:00:00,10.08,4428.8
04/18/2023 10:00:00,9.99,4345.6
04/18/2023 11:00:00,10.21,4389.12
04/18/2023 12:00:00,10.21,4349.44
04/18/2023 13:00:00,10.08,4332.8
04/18/2023 14:00:00,10.34,4382.72
04/18/2023 15:00:00,10.25,4336.64
04/18/2023 16:00:00,10.08,4307.2
04/18/2023 17:00:00,10.38,4355.84
04/18/2023 18:00:00,10.42,4366.08
04/18/2023 19:00:00,9.82,2595.84
04/18/2023 20:00:00,7.76,0
04/18/2023 21:00:00,3.99,0
04/18/2023 22:00:00,3.47,0
04/18/2023 23:00:00,3.3,0
04/19/2023 00:00:00,3.09,0
04/19/2023 01:00:00,3,0
04/19/2023 02:00:00,2.96,0
04/19/2023 03:00:00,4.2,0
04/19/2023 04:00:00,6.17,0
04/19/2023 05:00:00,6.69,0
04/19/2023 06:00:00,7.12,170.96
04/19/2023 07:00:00,9.44,4720.64
04/19/2023 08:00:00,9.78,4464.64
04/19/2023 09:00:00,10.25,4441.6
04/19/2023 10:00:00,10.04,4366.08
04/19/2023 11:00:00,10.46,233.6
04/19/2023 12:00:00,10.98,68.88
04/19/2023 13:00:00,13.21,79.1
04/19/2023 14:00:00,13.12,99.04
04/19/2023 15:00:00,13,247.6
04/19/2023 16:00:00,12.78,773.44
04/19/2023 17:00:00,12.52,1215.68
04/19/2023 18:00:00,12.22,1501.44
04/19/2023 19:00:00,11.92,2030.08
04/19/2023 20:00:00,11.75,2286.72
04/19/2023 21:00:00,9.05,251.12
04/19/2023 22:00:00,4.8,0
04/19/2023 23:00:00,4.03,0
04/20/2023 00:00:00,3.6,0
04/20/2023 01:00:00,3.64,0
04/20/2023 02:00:00,3.39,0
04/20/2023 03:00:00,3.09,0
04/20/2023 04:00:00,3.17,0
04/20/2023 05:00:00,5.92,0
04/20/2023 06:00:00,6.82,0
04/20/2023 07:00:00,6.95,55.32
04/20/2023 08:00:00,9.31,4902.4
04/20/2023 09:00:00,9.91,4672
04/20/2023 10:00:00,10.77,4613.12
04/20/2023 11:00:00,10.12,4376.32
04/20/2023 12:00:00,10.21,4322.56
04/20/2023 13:00:00,10.08,4263.68
04/20/2023 14:00:00,10.25,4293.12
04/20/2023 15:00:00,10.08,4234.24
04/20/2023 16:00:00,10.29,4250.88
04/20/2023 17:00:00,10.29,4238.08
04/20/2023 18:00:00,10.16,4414.72
04/20/2023 19:00:00,10.12,4458.24
04/20/2023 20:00:00,9.78,3997.44
04/20/2023 21:00:00,8.23,0
04/20/2023 22:00:00,4.2,0
04/20/2023 23:00:00,3.26,0
04/21/2023 00:00:00,3.13,0
04/21/2023 01:00:00,2.91,0
04/21/2023 02:00:00,2.83,0
04/21/2023 03:00:00,2.74,0
04/21/2023 04:00:00,6.05,0
04/21/2023 05:00:00,6.78,0
04/21/2023 06:00:00,6.99,59.44
04/21/2023 07:00:00,9.09,4980.48
04/21/2023 08:00:00,9.74,4605.44
04/21/2023 09:00:00,9.61,4467.2
04/21/2023 10:00:00,9.69,4445.44
04/21/2023 11:00:00,9.91,4454.4
04/21/2023 12:00:00,9.74,4422.4
04/21/2023 13:00:00,9.95,4451.84
04/21/2023 14:00:00,9.78,4399.36
04/21/2023 15:00:00,9.95,4448
04/21/2023 16:00:00,9.91,4422.4
04/21/2023 17:00:00,9.86,4422.4
04/21/2023 18:00:00,9.95,4435.2
04/21/2023 19:00:00,9.82,4395.52
04/21/2023 20:00:00,10.04,4049.92
04/21/2023 21:00:00,8.15,0
04/21/2023 22:00:00,4.2,0
04/21/2023 23:00:00,3.26,0
04/22/2023 00:00:00,2.91,0
04/22/2023 01:00:00,3.09,0
04/22/2023 02:00:00,2.61,0
04/22/2023 03:00:00,2.74,0
04/22/2023 04:00:00,6,0
04/22/2023 05:00:00,6.78,0
04/22/2023 06:00:00,6.99,59.02
04/22/2023 07:00:00,9.09,5000.96
04/22/2023 08:00:00,10.34,4747.52
04/22/2023 09:00:00,9.69,4481.28
04/22/2023 10:00:00,9.74,4451.84
04/22/2023 11:00:00,9.65,4412.16
04/22/2023 12:00:00,9.91,4451.84
04/22/2023 13:00:00,9.82,4424.96
04/22/2023 14:00:00,9.82,4424.96
04/22/2023 15:00:00,9.74,4405.76
04/22/2023 16:00:00,9.95,4422.4
04/22/2023 17:00:00,9.82,4399.36
04/22/2023 18:00:00,9.91,4422.4
04/22/2023 19:00:00,9.95,4412.16
04/22/2023 20:00:00,10.68,4303.36
04/22/2023 21:00:00,8.23,0
04/22/2023 22:00:00,4.33,0
04/22/2023 23:00:00,3.26,0
04/23/2023 00:00:00,3,0
04/23/2023 01:00:00,2.96,0
04/23/2023 02:00:00,2.83,0
04/23/2023 03:00:00,2.61,0
04/23/2023 04:00:00,6,0
04/23/2023 05:00:00,6.82,0
04/23/2023 06:00:00,6.9,58.2
04/23/2023 07:00:00,9.09,5016.32
04/23/2023 08:00:00,9.56,4602.88
04/23/2023 09:00:00,9.86,4506.88
04/23/2023 10:00:00,9.69,4431.36
04/23/2023 11:00:00,9.78,4435.2
04/23/2023 12:00:00,9.86,4428.8
04/23/2023 13:00:00,9.78,4414.72
04/23/2023 14:00:00,9.82,4412.16
04/23/2023 15:00:00,10.04,4460.8
04/23/2023 16:00:00,9.95,4431.36
04/23/2023 17:00:00,9.91,4412.16
04/23/2023 18:00:00,9.86,4408.32
04/23/2023 19:00:00,9.82,4418.56
04/23/2023 20:00:00,9.99,4234.24
04/23/2023 21:00:00,7.93,0
04/23/2023 22:00:00,4.24,0
04/23/2023 23:00:00,3.26,0
04/24/2023 00:00:00,3,0
04/24/2023 01:00:00,2.87,0
04/24/2023 02:00:00,2.66,0
04/24/2023 03:00:00,2.7,0
04/24/2023 04:00:00,5.83,0
04/24/2023 05:00:00,6.73,0
04/24/2023 06:00:00,6.86,56.56
04/24/2023 07:00:00,9.52,5099.52
04/24/2023 08:00:00,9.52,4579.84
04/24/2023 09:00:00,9.61,4471.04
04/24/2023 10:00:00,9.69,4451.84
04/24/2023 11:00:00,9.91,4451.84
04/24/2023 12:00:00,9.82,4418.56
04/24/2023 13:00:00,9.74,4408.32
04/24/2023 14:00:00,9.86,4435.2
04/24/2023 15:00:00,9.86,4405.76
04/24/2023 16:00:00,9.74,4389.12
04/24/2023 17:00:00,9.86,4408.32
04/24/2023 18:00:00,9.82,4395.52
04/24/2023 19:00:00,10.55,4573.44
04/24/2023 20:00:00,9.95,4261.12
04/24/2023 21:00:00,8.23,0
04/24/2023 22:00:00,4.24,0
04/24/2023 23:00:00,3.13,0
04/25/2023 00:00:00,3,0
04/25/2023 01:00:00,2.87,0
